text,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust
"Ultimately, #KeithScott wasn't the man they were there to hand an arrest warrant to. That's what we know. That's enough to cause outrage.",1,0,0,1,0,0,0,0,0,0,0
“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,0,0,0,0,0,0,1,0,0,0,0
The fact that we have a presidential candidate that speaks the way Trump does is alarming. I thought higher of my peers. #FDT16,1,0,1,1,0,0,0,0,0,1,0
TVGirl is like I'm really pretty and melancholic about life and this is why I hate myself,1,0,1,0,0,0,0,0,0,0,0
"As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just ",1,0,1,0,0,0,0,0,0,0,0
@simonschuster @StephenKing @BuzzFeed And don't forget a fear of St. Bernards. #Cujo,0,0,1,1,0,0,0,1,0,0,0
@CCGaryRoberts community policing!!!! What's that?? #lost,1,0,1,0,0,0,0,0,1,0,0
"Ooh #hygge, candles, jasmine tea &amp; #GBBO ",0,0,0,0,1,0,0,0,0,0,0
@PARISDENNARD why should I listen to someone with a tie like that? ,1,0,1,0,0,0,0,0,0,0,0
I just love it when people make plans for me without actually including me in this process ,1,0,1,0,0,0,0,0,1,0,0
"@CNBCFastMoney Harwood gleeful at these new numbers, bet your money on this reporting...look to lose it...@HillaryClinton liarthiefscoundrel",1,0,1,0,1,0,0,0,0,0,0
Like I can't do 12 hours worth of standing or calorie burning in 3 hours 😭😭😭😭 #1stworldprobs4vs,1,0,1,0,0,0,0,1,1,0,0
"@Christelle_C Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)",1,0,1,0,0,0,0,0,0,0,0
@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.,1,0,1,0,0,0,0,0,0,0,0
"@damiandmusic hubby Noah shares this somber thoughtful photo of his one and only Dami. Ponytail, standout highlights beautiful picture, nice",0,0,0,0,1,1,1,0,0,0,1
@DreKnott You've got tremendous range.,0,0,0,0,1,0,1,0,0,0,1
ima kitchen sink,0,0,1,0,0,0,0,1,1,0,0
@Cardschatter now that the Bills have a new offense of Cordinator do you think it's more difficult for the @AZCardinals to  game plan?,0,1,0,0,0,0,0,0,0,0,0
how can you hold a grudge for over a year I can barely hold one for a few minutes,1,0,1,0,0,0,0,0,0,0,0
A shy failure is nobler than an immodest success.,0,0,0,0,0,0,1,0,0,0,0
@AuntieSupreme @KimberlyCarole y'all found me to express yalls displeasure. 😉,1,0,1,0,0,0,0,0,1,0,0
I'm shaking now.,0,0,0,1,0,0,0,1,0,0,0
We lost,0,0,0,0,0,0,0,1,1,0,0
"Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm",0,0,1,0,0,0,0,1,1,0,0
Already plotting next steps if I get cut off by the same minivan in tomorrow's drop-off line. #preschoolpolitics #momthings ,1,0,0,0,0,0,0,0,1,0,0
@_j_sa_ switch out Steve Carrell and put in Kurt from glee then it's accurate,0,0,0,0,0,0,0,0,0,0,0
"A #smile can mean a thousand words, but it can also hide a thousand #problems. #Fact #TeamFollowBack",0,0,0,0,1,0,1,0,1,0,0
Will I offend you\nif I am truthful but kind\nor will you see why?\n@baffled #haikuchallenge #offend,1,0,1,0,0,0,0,0,1,0,0
@Alanafergusson snap meee,0,0,0,0,0,0,0,0,0,0,0
Who got madden 17 or 2k17 ps4 add TrackdawgT lets run it,0,0,0,0,0,0,0,0,0,0,0
"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",0,0,0,0,0,0,0,1,1,0,0
Rojo is a terrible defender,1,0,1,0,0,0,0,0,0,0,0
As the birds chirp and the cows moo we need to listen to the sound of nature to ensure that all is well.,0,0,0,0,1,0,1,0,0,0,0
"I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.",0,0,0,0,1,0,1,0,0,0,0
@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff,1,0,1,0,0,0,0,0,1,1,0
This is #horrible: Lewis Dunk has begun networking #a Neo-Geo with a his holiday home in Mexico.,1,0,1,0,0,0,0,0,0,1,0
With loyal heart is concerned. #somber,0,0,0,0,0,1,1,0,1,0,0
@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n#Trump #horror #scifi #ccot #p2,1,0,0,1,0,0,0,0,0,0,0
Did u laugh today? Laugh hard? I hope so..we NEED laughter now. #smile #love,0,0,0,0,1,1,1,0,0,0,0
@rohan_connolly i think your high-profile female colleague would be one in yhat category... #massexodus #bitter,1,0,1,0,0,0,0,0,1,0,0
Had a dream last night that Chris Brown created a diss track about Drake and Rihanna called 'I Hit It First' 😳😳 #dark,0,0,0,0,1,0,0,0,0,1,0
I should really study today for chemistry but playing madden is just way more fun.,0,1,0,1,1,0,0,0,0,1,0
the ending of how I met your mother is dreadful,1,0,1,0,0,0,0,0,0,0,0
"Having a nail half hanging off is absolutely fucking grim, even with my acrylic holding it on 😷😷",1,0,1,0,0,0,0,0,0,0,0
Solange is more aesthetically pleasing than your fave.,0,0,0,0,1,0,1,0,0,0,0
@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse,1,0,1,0,0,0,0,0,1,0,0
"#AskAMan but this does not sound like a #serious issue, cause siyahleka the whole time, just having fun",0,0,0,0,1,1,1,0,0,0,0
Damn gud #premiere #LethalWeapon...#funny and ,0,0,0,0,1,1,0,0,0,0,0
@hanktastic1776 @sue51684 @EternalRiteWing If you watch his UN speech you can see his resentment towards us Americans!!!!🇺🇸✝🇺🇸,1,0,1,0,0,0,0,0,1,0,0
@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious,0,0,0,0,0,0,0,0,0,0,0
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint,0,0,0,1,0,0,0,0,1,0,0
but that was a mistake and a half assed excuse and now here i am burning in hell forever,1,0,0,0,0,0,0,1,1,0,0
"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",0,0,1,1,0,0,0,0,1,0,0
@rihaBabyJ Aw no problem. I just felt like speaking because I felt the same before and I want you to overcome it and not be discouraged. :),0,0,0,0,1,0,1,0,0,0,1
"Oh goodness I'm loving this rainy  day. It's a head down, #creative cap on, &amp; get #lost in your #thoughts kind of day 💭 ☺️ #art #create #biz",0,0,0,0,1,1,1,0,0,0,0
@AnthonyEinzig I'm so sorry. This is heartbreaking and so scary. If it can happen there it can happen anywhere. Please be safe 🙏🏻 #terror,0,0,0,1,0,0,0,0,1,0,0
Don't ever grow weary doing good....Don't just see the headlines; look at the trend lines for hope.' @billclinton #CGI2016,0,0,0,0,0,0,1,0,0,0,0
The neighbor dancing in the Clayton Homes commercial is me. ,0,0,0,0,1,1,0,0,0,0,0
Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited,0,0,0,1,1,0,1,0,0,0,0
I'm so annoyed/sad YouTube is burning itself to the ground 🙄🙄,1,0,1,0,0,0,0,0,1,0,0
tim burton never fails to depress me,1,0,1,0,0,0,0,0,1,0,0
Proud of you for overcoming your fear of deep water @ShawnMendes,0,0,0,0,1,1,1,0,0,0,0
Mia has the worst road rage I have ever seen and she gets so mad when I put my hands on her windows lol,1,1,1,0,1,0,0,0,0,0,0
There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?,1,0,1,1,0,0,0,0,0,0,0
I am about to be a coward and I feel terrible. But I can't even face this 😭,0,0,1,1,0,0,0,0,1,0,0
He's seriously so frustrating sometimes! (╯°□°）╯︵ ┻━┻ #ugh ,1,0,1,0,0,0,0,0,0,0,0
@Cernovich It's like the horror movie The Hills Have Eyes...,0,0,0,1,0,0,0,0,0,0,0
Lost: Geelong football team. \nLast seen entering through the banner not sure where they've been since... #unhappy #playwithsomeheart,1,0,1,0,0,0,0,1,1,0,0
Yal aggravate tf outta me acting lying yal can't tell the difference between a dyke and a man. RARELY is it that hard to tell the difference,1,0,1,0,0,0,0,0,0,0,0
@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.,1,0,0,1,0,0,0,0,0,0,0
He: u r beautiful\nShe:i hve a bf\n\nSame as \n\n#India :u guys r #terrorist\n#Pak:we have #nuclear #missiles.\n\n#IndianArmy #terror,0,0,0,1,0,0,0,0,0,0,0
Knowing I have my hair to wash and dry is like knowing you had that English close reading in your school bag to do ,0,0,0,1,0,0,0,0,1,0,0
"Hopefully I'll get this Best Buy job, and officaly #start my #streaming #career , working towards doing something I love #1DayAtaTime",0,0,0,0,1,0,1,0,0,0,0
"@FakingALeto Gerard finally made it up the stairs with a little huff, his face a little more red than it was before. Having little legs --",0,0,0,0,1,0,0,0,0,0,1
@Callidissima @ahouseingotham wrath of khan is one of the best movies of all time,0,1,0,0,1,0,1,0,0,0,1
"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",1,0,1,0,0,0,0,0,0,0,0
@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.,1,0,1,0,0,0,0,0,0,0,0
#brigetjonesbabys #brigetjonesbaby was the best film! #hilarious - so good - so funny!! 🙌,0,0,0,0,1,0,1,0,0,0,1
You know you're in love when all you can do is smile whenever you talk about how he is to someone.,0,0,0,0,1,1,1,0,0,0,0
Function in regard to camshaft exhilaration companies: CQHshJSI,0,0,0,0,0,0,0,0,0,0,0
"Even death is unreliable. Instead of zero it may be some ghastly hallucination, such as the square root of minus one.  Samuel Beckett",0,0,1,1,0,0,0,1,1,0,0
@dc_mma @ChampionsFight think shes afraid to fight Holly. One can only imagine what goes through her head when she thinks of Cyborg ,0,0,0,1,0,0,0,0,0,0,0
Was actually just watching AHS while half covering my eyes #scared #Roanoke #nightmare #AHSRoanoke,0,0,0,1,0,0,0,0,0,0,0
Honestly I've come to a place where I keep getting discouraged but just gotta tell myself to keep pushing through it.,0,0,0,0,0,0,1,0,1,0,0
Round 2 #panic #pcola,0,0,0,1,0,0,0,0,0,0,0
@TelegraphNews why is this evil corrupt fuck still knocking about? The wrong people die I'm telling you. Do you job grim reaper!,1,0,1,0,0,0,0,0,0,0,0
jk. started this week strong and it's still going strong. #optimism,0,0,0,0,1,0,1,0,0,0,0
"Bain of my life having to drive to a cash point, Then to a shop for change in pound coins, Then to the gym all for a bastard sunbed. #grim",1,0,1,0,0,0,0,0,0,0,0
I wanna kill you and destroy you. I want you died and I want her back. #emo #scene  #fuck #die #hatered,1,0,1,0,0,0,0,0,0,0,0
@JustinRow10 madden is the reason why controllers are snapped,0,0,1,0,0,0,0,0,0,0,0
"Because of 'failure of delivery on time', a customer has to pay 16K rupees more! - Not good @tiagotatamotors @TataMotors #unhappy",1,0,1,0,0,0,0,0,1,0,0
Successful people always have two things on their lips #silence nd #smile smile to avoid problems nd silence to avoid the problems too,0,0,0,0,1,0,0,0,0,0,0
"Learning is key while converting your leaning to someone else is door, so when you do both you will open the door of success.\n\n#x33 #smile",0,0,0,0,1,0,1,0,0,0,1
All the bright places :(,0,0,0,0,0,0,0,0,1,0,0
@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider ,0,0,0,0,0,0,0,0,1,0,0
"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund  #rage",1,0,1,0,0,0,0,0,0,0,0
@simmy_hanley @Schrise also a #delight,0,0,0,0,1,1,1,0,0,0,0
No respect for people who force their opinions on to others yet get offended when someone does the same to them 😂,1,0,1,0,0,0,0,0,0,0,0
"@SquidWasTaken Pfft- Yeye, i'm a sucker for bright yellow, red, pink, and blues when it comes to coloring or backgrounds haaa",1,0,0,0,1,0,0,0,0,0,0
On my life I'll never understand why anyone would pay money to see @LifeOfDesiigner ,1,0,1,0,0,0,0,1,1,0,0
"Every time people push #Prescription Pot, prohibitionists rub their hands with #glee because U hand them #Cannabis &amp; yourself into #slavery.",1,0,1,0,0,0,0,1,1,0,0
I'm getting use to not having a phone it's sad ..,0,0,0,0,0,0,0,0,1,0,0
Mmmm #coffee and a good #book on a dreary day! Who can beat that?,0,0,0,0,1,0,1,0,0,0,0
The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.,0,0,0,0,1,0,0,0,1,1,0
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? ,0,1,0,0,1,0,0,0,0,0,0
How hard is it to get in touch with @bt_uk! One simple question I can't find answer to on website and 1 hour waiting for online chat #rage,1,0,1,0,0,0,0,0,0,0,0
@value4tax @Hopkins_Alison That part of Queensbury is a shocking disgrace. The route from the station to Morrisons is festooned with rubbish,1,0,1,0,0,0,0,0,0,0,0
"I'm done with your piano, blues playing, smooth talking ass. On to the nexttt",1,0,1,0,0,0,0,1,0,0,0
@edquinn63 how can you even forget to pick ur fave child up from school ,1,0,1,0,0,0,0,0,0,0,0
@mywrldsbl I can be your wolf if you want. Hihi~ ,0,1,0,0,1,0,1,0,0,0,0
@hoystweet Are the pre-purchased tickets being sent soon? Coming to the Saturday evening show... tickets are a no show! #panic #hoys 🐴🦄,0,0,0,1,0,0,0,0,1,0,0
"@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down",1,0,1,1,0,0,0,0,0,0,0
Anger is cheap and politeness is expensive. Don't expect everybody to be polite. #ThoughtfulThursday #anger #politeness,1,0,0,0,0,0,1,0,0,0,0
"I lost my wallet, then found it, then lost it again AND THEN FOUND IT!!!!! \nCollege is brazy",0,1,0,0,0,0,1,0,0,1,0
Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......,1,0,1,0,0,0,0,1,1,0,0
"Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain  #depression #pain",0,0,0,1,0,0,0,1,1,0,0
Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU,1,0,1,0,0,0,0,0,1,0,0
gloomy days should just be for high cuddles and movies,0,0,0,0,1,0,1,0,1,0,0
"Malins with another surging run forward almost sets McCreadie up at the far post.  Decent game for the neutral, nervous for @Lewes_cfc fans",0,1,0,1,0,0,0,0,0,0,0
@Arsenal Giroud's beard is making me angry.,1,0,1,0,0,0,0,0,0,0,0
@JuliaHB1 Bloody right ,1,0,0,0,0,0,0,0,0,0,0
Nothings #Working-you're feeling your life's on The Edge_Could go either way #lost all reason for #Living-JesusChristHealsSavesASK #fatloss,0,1,0,0,0,0,0,1,1,0,0
"That's really it for my madden career that game sucks , ea sports does a piss poor job every year on that shit",1,0,1,0,0,0,0,0,1,0,0
Maybe I can sleep with my chem book on my head and it will all sink in my brain,0,0,0,0,0,0,0,1,0,0,0
Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen 😢,0,0,1,1,0,0,0,1,1,0,0
Thoroughly enjoying AHS tonight. #ahs  #americanhorrorstory,0,1,0,0,1,0,1,0,0,0,1
I'm so excited to see Nat tonight 😍😍.. And how happy and cheery she is! &amp; then I'm even more excited for her to get on social media 😍 #BB18,0,0,0,0,1,1,1,0,0,0,0
Somebody who has braved the storm is brewing. ,0,0,0,0,0,0,1,0,0,0,0
"-- haired man strides close and watches as the Major flinches away from him, the reaction draws a growl from his throat.  -- (@DocHQuinzel)",0,0,0,0,0,0,0,0,0,0,0
My life is going downhill at an alarming rate,1,0,0,0,0,0,0,1,1,0,0
@AASadeq I scare people even when I'm suspended? LOL,0,0,0,1,1,0,0,0,1,0,0
Don't get #weary in well doing.\n#Faith #God #prayer,0,0,0,0,1,0,1,0,0,0,1
"I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection",0,0,0,0,1,1,0,0,0,0,0
"My oldest cat pisses me off. She's always been weary of Kennen (senile kinda), but recently shes been sweet. Until she attacked and bit him.",1,0,0,1,0,0,0,0,0,0,0
"What the fuck am I supposed to do with no lunch, no dinner, no money and I'm off to work  #hangry #day5",1,0,1,0,0,0,0,0,0,0,0
@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits,1,0,1,0,0,0,0,0,1,0,0
But uncle buck is on tho . #UncleBuck ,0,0,0,0,0,0,0,0,0,0,0
Michelle is one of the worst players in bb history #bb18 #bbfinale ,1,0,1,0,0,0,0,1,0,0,0
I feel like I am drowning. #depression #anxiety #falure #worthless,0,0,0,1,0,0,0,1,1,0,0
3. You are so cool I feel slightly intimidated sometimes but YOU ARE A VERY NICE PERSON and I LIKE THE THINGS YOU DO. 💕,0,0,0,0,1,1,1,0,0,0,1
And 9/10 the character is a woman. Because if a man is fat he's jovial. If a woman is fat she's useless and maybe evil amirite?,1,0,1,0,0,0,0,0,0,0,0
@RiotzXVl papercuts sting and stub ur toe last for like 10 secs,1,0,0,0,0,0,0,0,0,0,0
"If I'm working and I know you're working., keep in touch with other woman cuz you make me nervous... #OffTop",0,0,0,1,0,0,0,0,0,0,0
Has anyone noticed that @npr stories in recent days all paint positive accomplishments for Trump and challenges for Hillary? #surprised ,0,0,0,0,0,0,0,0,0,1,0
"@MendipHillsAONB do we think the swallows and swifts have gone? Photo'd 3 nights ago, not seen since.  #Autumn",0,0,0,1,1,0,0,0,1,1,0
Being bad at time management is finally starting to come back to haunt me.,0,0,0,1,0,0,0,1,0,0,0
@chocorobos I have this one so I'm not so sad.. but wtf,1,1,1,0,0,0,1,0,1,0,0
Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = !,0,0,0,0,0,0,0,0,0,0,0
Wishing the Ipswich Tigers good luck in their games throughout homecoming week!! We are cheering you on here at the City Office! GO TIGERS!,0,0,0,0,1,0,1,0,0,0,0
Honestly today I just felt like maybe track isn't for me #sad,0,0,1,0,0,0,0,1,1,0,0
@brian5or6 turn that shit off!   Home Button under Accessibility. \n\nWhen did innovation become mind fuckery? . #iphonePhoneHome,1,0,1,0,0,0,0,0,0,0,0
